latitude,longitude
0.734341092335234,0.528688248296311
0.734555827434576,0.5286693621577
0.733936887037234,0.528556045326032
0.925303310878283,0.129240352256692
0.948166257898149,0.074739263147789
0.946435728096831,0.076929881959682
0.439876787699473,0.541850847306208
0.573706986374981,0.658652332454732
0.562326026110073,0.672098198791372
0.585062648626645,0.639446664137916
0.585694204918035,0.642713693840879
0.530040065845178,0.709810822553732
0.530204271143202,0.709980797801268
0.596708840679626,0.630646416613158
0.561871324123316,0.671814931464628
0.580944800944521,0.632100525524028
0.51166129101073,0.714437555227003
0.536621059222669,0.685846218593332
0.597694105580286,0.635197629484445
0.526806423461079,0.704806391860661
0.537442085712719,0.685128594830955
0.538717880414719,0.685185253246824
0.562831291010732,0.660351961167617
0.55398927114319,0.660049807702263
0.534498973129937,0.691700451266598
0.536722085712718,0.691303891860682
0.53765682081206,0.682862456217113
0.538781026110085,0.682881342355724
0.535458940017375,0.686223916613166
0.525126423461078,0.695722877009195
0.537694701606767,0.69657270374185
0.626759072467691,0.601507431464647
0.612624469818684,0.618711317603257
0.580527946639886,0.627152753246826
0.596670959884919,0.621185203741858
0.58345844332862,0.65555525324681
0.584102648626644,0.655366416613158
0.61396341021605,0.618711317603257
0.562553410216048,0.649814337405211
0.582258476441205,0.630986342355736
0.582005827434571,0.627152753246826
0.582207946639887,0.631855030474542
0.594839403593528,0.621336292850782
0.561088145315388,0.650059832454732
0.607938211540535,0.613593594830978
0.588157350613379,0.654894287900267
0.611020264520682,0.621241862157691
0.552006158560409,0.677574758197298
0.618775992997492,0.609306787900284
0.56389235061339,0.657896961167592
0.562970231408097,0.644564411662654
0.590178377103453,0.621411837405227
0.609769767831926,0.610288768098298
0.589900496308746,0.632478223543828
0.606498211540534,0.615765327504225
0.562502880414707,0.648397976019104
0.592174138692868,0.634083421563657
0.58579526452067,0.642996985920082
0.525151688361736,0.702351391860671
0.543783079090209,0.68620503047452
0.587955264520671,0.650248669088384
0.588725761209427,0.631269609682444
0.585529999620011,0.639559980969584
0.583736357235913,0.637293817603246
0.580464800944521,0.643223594830957
0.576574304255763,0.640693050276522
0.592527847302137,0.639484436415139
0.594637284388235,0.638426886910185
0.594207814189552,0.648700129484424
0.596898310878285,0.6402775799795
0.59755516518292,0.64556527799928
0.581475330745839,0.636141862157696
0.585062648626645,0.636859461167613
